property_id,seating_type,industry_anzsic4_code,location_zip,clue_small_area,trading_name,x_coordinate,location_address,location_city,location_state,number_of_seats,ogc_fid,industry_anzsic4_description,y_coordinate,census_year,street_address, base_property_id,block_id
"104449","Seats - Outdoor","4511",null,"Carlton","Roy's Cafe","144.9656241",null,null,null,"21",4,"Cafes and Restaurants","-37.80080042","2017","117 Grattan Street","104449","246"
"110095","Seats - Outdoor","4512",null,"Melbourne (CBD)","Zuppa","144.9578132",null,null,null,"6",22,"Takeaway Food Services","-37.81636534","2017","555 Bourke Street","101155","42"
"105726","Seats - Indoor","4511",null,"Melbourne (CBD)","Donoghue's ","144.9560169",null,null,null,"50",29,"Cafes and Restaurants","-37.8134766","2017","550 Lonsdale Street","110707","72"
"103176","Seats - Indoor","4511",null,"Melbourne (CBD)","Subway","144.9634979",null,null,null,"16",39,"Cafes and Restaurants","-37.81592157","2017","97-103 Elizabeth Street","103176","34"
"110688","Seats - Indoor","4512",null,"Melbourne (CBD)","Funk Fish","144.9572395",null,null,null,"24",58,"Takeaway Food Services","-37.80745984","2017","65-81 Victoria Street","108118","113"
"592048","Seats - Outdoor","4511",null,"Melbourne (CBD)","La Di Da","144.9556244",null,null,null,"80",80,"Cafes and Restaurants","-37.81551353","2017","188-202 King Street","592048","52"
"110326","Seats - Outdoor","4511",null,"Southbank","Hopscotch","144.9633758",null,null,null,"200",100,"Cafes and Restaurants","-37.82092509","2017","4 Riverside Quay","110326","801"
"110669","Seats - Indoor","4512",null,"Melbourne (CBD)","Viet St","144.9629844",null,null,null,"5",128,"Takeaway Food Services","-37.81570426","2017","353-359 Little Collins Street","110669","34"
"103704","Seats - Outdoor","4511",null,"Carlton","Yo-Chi","144.9680207",null,null,null,"24",131,"Cafes and Restaurants","-37.79844782","2017","194-196 Faraday Street","103704","217"
"599505","Seats - Indoor","4511",null,"Docklands","Origami Sushi & Noodles ","144.947217",null,null,null,"12",171,"Cafes and Restaurants","-37.81817241","2017","744-770 Bourke Street","573403","1103"
"111456","Seats - Outdoor","4511",null,"East Melbourne","The Pavilion","144.9804557",null,null,null,"86",181,"Cafes and Restaurants","-37.81296163","2017"," Wellington Parade","103807","619"
"108973","Seats - Indoor","4512",null,"Docklands","Sumo Salad","144.9523393",null,null,null,"12",189,"Takeaway Food Services","-37.81815358","2017","85-161 Spencer Street","108973","1101"
"103997","Seats - Outdoor","4511",null,"Melbourne (CBD)","Riverside Deli & Coffee House","144.9582721",null,null,null,"12",192,"Cafes and Restaurants","-37.81974184","2017","472-482 Flinders Street","103997","12"
"105606","Seats - Indoor","4511",null,"North Melbourne","Di Bella Coffee","144.9505945",null,null,null,"60",195,"Cafes and Restaurants","-37.80447359","2017","19-21 Leveson Street","105606","354"
"102034","Seats - Indoor","4511",null,"North Melbourne","Yeonga","144.956923",null,null,null,"96",198,"Cafes and Restaurants","-37.80560474","2017","1-3 Cobden Street","102034","360"
"104660","Seats - Outdoor","4511",null,"Melbourne (CBD)","Amigos Hardware Lane","144.9608667",null,null,null,"44",200,"Cafes and Restaurants","-37.8131434","2017","75-77 Hardware Lane","104660","64"
"103809","Seats - Outdoor","4520",null,"North Melbourne","Turf Club Hotel ","144.9563792",null,null,null,"64",243,"Pubs, Taverns and Bars","-37.80130394","2017","1-3 Flemington Road","103809","375"
"603923","Seats - Indoor","4511",null,"Melbourne (CBD)","Degani At Urban Workshop","144.9707325",null,null,null,"36",246,"Cafes and Restaurants","-37.8091842","2017","32-54 Lonsdale Street","580091","78"
"109209","Seats - Indoor","4511",null,"Parkville","University High School Canteen","144.9560633",null,null,null,"100",248,"Cafes and Restaurants","-37.79746671","2017","77 Story Street","109209","921"
"104014","Seats - Indoor","4511",null,"Melbourne (CBD)","Alice Nevins","144.9665517",null,null,null,"10",262,"Cafes and Restaurants","-37.81724878","2017","228-236 Flinders Street","104014","15"
"109390","Seats - Outdoor","4520",null,"Melbourne (CBD)","Goldilocks","144.9651474",null,null,null,"40",268,"Pubs, Taverns and Bars","-37.81181063","2017","264-266 Swanston Street","109390","66"
"588500","Seats - Outdoor","4511",null,"Melbourne (CBD)","Blu Point Caffe","144.9664575",null,null,null,"26",276,"Cafes and Restaurants","-37.80822377","2017","336 Russell Street","108562","97"
"107975","Seats - Indoor","4511",null,"North Melbourne","Elceed Cafe","144.9471385",null,null,null,"24",281,"Cafes and Restaurants","-37.80252643","2017","610 Queensberry Street","107975","333"
"104010","Seats - Indoor","4511",null,"Melbourne (CBD)","Sea Salt","144.9656264",null,null,null,"26",298,"Cafes and Restaurants","-37.81760781","2017","256-268 Flinders Street","104010","15"
"104450","Seats - Indoor","4512",null,"Carlton","Domino's Pizza","144.9651037",null,null,null,"15",300,"Takeaway Food Services","-37.80077102","2017","251-257 Cardigan Street","104450","245"
"106559","Seats - Indoor","4520",null,"Melbourne (CBD)","Meyers Place Bar","144.9723505",null,null,null,"63",312,"Pubs, Taverns and Bars","-37.81207814","2017","20 Meyers Place","106559","48"
"101172","Seats - Outdoor","4511",null,"Melbourne (CBD)","The Attic, Artisan Bread And Cafe","144.9561073",null,null,null,"6",313,"Cafes and Restaurants","-37.81571393","2017","578-606 Bourke Street","101172","52"
"102788","Seats - Indoor","4512",null,"North Melbourne","North Melbourne Takeaway & Snack Bar","144.9429106",null,null,null,"12",314,"Takeaway Food Services","-37.80428921","2017","95 Dryburgh Street","102788","340"
"103033","Seats - Outdoor","4511",null,"Kensington","Taco Bill","144.9315233",null,null,null,"12",323,"Cafes and Restaurants","-37.79484451","2017","457-469 Macaulay Road","103033","513"
"101789","Seats - Outdoor","4512",null,"Melbourne (CBD)","3 Lt Monkeys","144.9655966",null,null,null,"4",329,"Takeaway Food Services","-37.8166033","2017","252-254 Flinders Lane","101789","25"
"611394","Seats - Indoor","4512",null,"Melbourne (CBD)","Eat Pizza Flinders Street","144.9565185",null,null,null,"6",334,"Takeaway Food Services","-37.82099397","2017","545-557 Flinders Street","611394","1"
"110762","Seats - Outdoor","4511",null,"Melbourne (CBD)","Cafe On Collins","144.9638231",null,null,null,"17",352,"Cafes and Restaurants","-37.81662708","2017","303-317 Collins Street","110762","24"
"605909","Seats - Outdoor","4511",null,"Docklands","Chiara","144.9511863",null,null,null,"20",369,"Cafes and Restaurants","-37.82096812","2017","705-715 Collins Street","605909","1105"
"109848","Seats - Indoor","4511",null,"Carlton","Draculas","144.964176",null,null,null,"320",3586,"Cafes and Restaurants","-37.80649729","2017","96-100 Victoria Street","109848","265"
"110708","Seats - Indoor","4511",null,"Melbourne (CBD)","Jung Gun Restaurant","144.9560169",null,null,null,"42",376,"Cafes and Restaurants","-37.8134766","2017","535 Little Lonsdale Street","110707","72"
"108989","Seats - Indoor","4511",null,"Melbourne (CBD)","Father John Cafe","144.9720594",null,null,null,"18",380,"Cafes and Restaurants","-37.81012699","2017","199-207 Spring Street","108989","68"
"105654","Seats - Outdoor","4511",null,"Carlton","Bouverie Deli","144.9627288",null,null,null,"36",383,"Cafes and Restaurants","-37.8013409","2017","22-40 Lincoln Square North","105654","243"
"109719","Seats - Outdoor","4511",null,"West Melbourne (Residential)","Smile Thai Restaurant","144.949623",null,null,null,"4",390,"Cafes and Restaurants","-37.80538734","2017","357 Victoria Street","109719","423"
"100373","Seats - Outdoor","4512",null,"East Melbourne","Chi Cafe","144.9881385",null,null,null,"8",430,"Takeaway Food Services","-37.81042804","2017","84-90 Albert Street","100373","612"
"616011","Seats - Indoor","4511",null,"Kensington","Jerry's Burgers 'n' Fries","144.9299704",null,null,null,"24",444,"Cafes and Restaurants","-37.79424521","2017","482 Macaulay Road","616011","2524"
"110734","Seats - Indoor","4511",null,"Southbank","Fatto Bar & Cantina","144.9682264",null,null,null,"80",458,"Cafes and Restaurants","-37.82094188","2017","100 St Kilda Road","110733","752"
"518847","Seats - Outdoor","4511",null,"Carlton","Kaprica","144.9627813",null,null,null,"15",459,"Cafes and Restaurants","-37.80336259","2017","19-21 Lincoln Square South","518847","256"
"109267","Seats - Indoor","4511",null,"Melbourne (CBD)","1932 Cafe & Restaurant","144.9661258",null,null,null,"32",472,"Cafes and Restaurants","-37.81528474","2017","220-226 Collins Street","109267","35"
"108505","Seats - Indoor","4511",null,"Parkville","Oshin Sushi Bar","144.9585626",null,null,null,"20",480,"Cafes and Restaurants","-37.7849288","2017","367-377 Royal Parade","108505","906"
"103325","Seats - Outdoor","4511",null,"Melbourne (CBD)","Hudsons Elizabeth Street","144.9641934",null,null,null,"8",482,"Cafes and Restaurants","-37.81591326","2017","84-86 Elizabeth Street","103325","35"
"102116","Seats - Outdoor","4511",null,"Melbourne (CBD)","Feast @ 520","144.9572629",null,null,null,"20",485,"Cafes and Restaurants","-37.81780327","2017","516-520 Collins Street","102116","32"
"103520","Seats - Indoor","4511",null,"North Melbourne","KL Bunga Raya","144.9497225",null,null,null,"40",488,"Cafes and Restaurants","-37.80435713","2017","34 Errol Street","103520","354"
"105913","Seats - Indoor","4511",null,"Melbourne (CBD)","Sakura Kaiten Sushi","144.9716953",null,null,null,"34",499,"Cafes and Restaurants","-37.81309819","2017","57-67 Little Collins Street","105913","38"
"102165","Seats - Indoor","4511",null,"Melbourne (CBD)","Koko Black Chocolate","144.9718392",null,null,null,"65",516,"Cafes and Restaurants","-37.81355886","2017","52-54 Collins Street","102165","38"
"105516","Seats - Outdoor","4520",null,"Carlton","The Corkman Irish Pub","144.960916",null,null,null,"10",531,"Pubs, Taverns and Bars","-37.80243195","2017","154-160 Leicester Street","105516","257"
"102157","Seats - Indoor","4511",null,"Melbourne (CBD)","Entrecote City","144.9702813",null,null,null,"65",541,"Cafes and Restaurants","-37.8139675","2017","90-98 Collins Street","102157","37"
"105915","Seats - Outdoor","4511",null,"Melbourne (CBD)","Harry's At Stamford ","144.9697676",null,null,null,"8",544,"Cafes and Restaurants","-37.8136886","2017","121-127 Little Collins Street","105915","37"
"104002","Seats - Indoor","4512",null,"Melbourne (CBD)","Iseya Icecream Bar And Cafe","144.9615299",null,null,null,"20",556,"Takeaway Food Services","-37.81884626","2017","376-388 Flinders Street","104002","13"
"108001","Seats - Indoor","4511",null,"North Melbourne","Mr Price's Food Store","144.9506624",null,null,null,"30",558,"Cafes and Restaurants","-37.8028658","2017","502 Queensberry Street","108001","369"
"601809","Seats - Indoor","7299",null,"Docklands","Waterfront Venues","144.9390269",null,null,null,"460",562,"Other Administrative Services n.e.c.","-37.81517782","2017","425-427 Docklands Drive","593728","1109"
"105672","Seats - Indoor","4511",null,"Melbourne (CBD)","Healthy Nibbles Cafe","144.9707149",null,null,null,"16",567,"Cafes and Restaurants","-37.81005686","2017","53-57 Lonsdale Street","105672","68"
"579252","Seats - Indoor","4511",null,"Melbourne (CBD)","Earl Canteen","144.9557275",null,null,null,"10",594,"Cafes and Restaurants","-37.81902044","2017","559-587 Collins Street","579252","21"
"103946","Seats - Indoor","4520",null,"Melbourne (CBD)","Randy Dragon","144.9638507",null,null,null,"50",627,"Pubs, Taverns and Bars","-37.81763918","2017","313-315 Flinders Lane","103946","14"
"105937","Seats - Indoor","4511",null,"Melbourne (CBD)","Little Colin","144.9600859",null,null,null,"10",629,"Cafes and Restaurants","-37.81638558","2017","435-443 Little Collins Street","105937","33"
"107981","Seats - Indoor","4511",null,"North Melbourne","Twenty & Six Espresso","144.9475392",null,null,null,"26",630,"Cafes and Restaurants","-37.80257072","2017","594 Queensberry Street","107981","333"
"616030","Seats - Outdoor","4511",null,"Kensington","Spinifex Cafe","144.9300585",null,null,null,"10",653,"Cafes and Restaurants","-37.79405204","2017","192-194 Bellair Street","616030","2524"
"574431","Seats - Indoor","4511",null,"Carlton","Grilled 118","144.9666993",null,null,null,"30",658,"Cafes and Restaurants","-37.80443778","2017","118 Lygon Street","106250","252"
"110679","Seats - Indoor","4512",null,"Melbourne (CBD)","Romeo Takeaway Cafe","144.9572395",null,null,null,"6",663,"Takeaway Food Services","-37.80745984","2017"," Peel Street","108118","113"
"109300","Seats - Indoor","4511",null,"Melbourne (CBD)","Taiwan Cafe","144.9645317",null,null,null,"56",667,"Cafes and Restaurants","-37.81185964","2017","273 Swanston Street","109300","65"
"105679","Seats - Indoor","4511",null,"Melbourne (CBD)","Footlights Restaurant","144.96853",null,null,null,"80",690,"Cafes and Restaurants","-37.81098009","2017","131-137 Lonsdale Street","105679","67"
"616033","Seats - Outdoor","4511",null,"Kensington","Karelay Patisserie","144.9300805",null,null,null,"22",704,"Cafes and Restaurants","-37.79395787","2017","190 Bellair Street","616033","2524"
"106560","Seats - Indoor","4511",null,"Melbourne (CBD)","Lily Blacks","144.972451",null,null,null,"100",719,"Cafes and Restaurants","-37.81221617","2017","12-18 Meyers Place","106560","48"
"102161","Seats - Indoor","4511",null,"Melbourne (CBD)","Mediterranean Deli","144.9707087",null,null,null,"4",723,"Cafes and Restaurants","-37.81358646","2017","76-84 Collins Street","102161","37"
"104560","Seats - Outdoor","4511",null,"Melbourne (CBD)","Rustica Canteen","144.9598612",null,null,null,"4",728,"Cafes and Restaurants","-37.81146107","2017","33-35 Guildford Lane","104560","84"
"108989","Seats - Indoor","4511",null,"Melbourne (CBD)","Hudson's Coffee","144.9720594",null,null,null,"25",735,"Cafes and Restaurants","-37.81012699","2017","199-207 Spring Street","108989","68"
"623557","Seats - Indoor","7299",null,"Southbank","Melbourne Exhibition Centre","144.9523782",null,null,null,"31",740,"Other Administrative Services n.e.c.","-37.82539976","2017","2 Clarendon Street","110484","804"
"101204","Seats - Outdoor","4511",null,"Melbourne (CBD)","Red Silks Restaurant & Bar","144.9672768",null,null,null,"80",741,"Cafes and Restaurants","-37.8124312","2017","194-200 Bourke Street","101204","56"
"101176","Seats - Outdoor","4511",null,"Melbourne (CBD)","Movida Aqui","144.9587607",null,null,null,"50",742,"Cafes and Restaurants","-37.81494883","2017","494-512 Bourke Street","101176","53"
"664629","Seats - Indoor","4512",null,"Parkville","Percys Grainger Museum Cafe","144.9612468",null,null,null,"16",756,"Takeaway Food Services","-37.79739836","2017","230 Grattan Street","104468","270"
"104014","Seats - Outdoor","4511",null,"Melbourne (CBD)","Ratee Thai","144.9665517",null,null,null,"36",760,"Cafes and Restaurants","-37.81724878","2017","228-236 Flinders Street","104014","15"
"103402","Seats - Outdoor","4520",null,"North Melbourne","Townhall Hotel North Melbourne","144.9489068",null,null,null,"34",768,"Pubs, Taverns and Bars","-37.80414139","2017","33 Errol Street","103402","345"
"108625","Seats - Indoor","4512",null,"Melbourne (Remainder)","Subway","144.9762096",null,null,null,"8",793,"Takeaway Food Services","-37.836275","2017","407B-407D St Kilda Road","108625","710"
"102079","Seats - Indoor","4511",null,"Melbourne (CBD)","Om Vegetarian","144.9663304",null,null,null,"48",800,"Cafes and Restaurants","-37.81584476","2017","221-231 Collins Street","102079","25"
"110944","Seats - Outdoor","4511",null,"South Yarra","Fawkner Park Tennis Centre","144.9800012",null,null,null,"15",802,"Cafes and Restaurants","-37.83804253","2017","65W Toorak Road","110944","866"
"110708","Seats - Indoor","4511",null,"Melbourne (CBD)","Seven Star Korea","144.9560169",null,null,null,"68",807,"Cafes and Restaurants","-37.8134766","2017","535 Little Lonsdale Street","110707","72"
"103978","Seats - Outdoor","4511",null,"Docklands","Man Mo @ Wtc","144.9536422",null,null,null,"60",811,"Cafes and Restaurants","-37.82253633","2017","18-38 Siddeley Street","111287","131"
"110335","Seats - Outdoor","4511",null,"Southbank","Left Bank Melbourne","144.9628914",null,null,null,"75",817,"Cafes and Restaurants","-37.8210403","2017","1-9 Southbank Boulevard","110335","801"
"105844","Seats - Indoor","4511",null,"Melbourne (CBD)","Tipo 00","144.9619926",null,null,null,"44",818,"Cafes and Restaurants","-37.81358648","2017","361-363 Little Bourke Street","105844","54"
"110690","Seats - Outdoor","4511",null,"Melbourne (CBD)","Coffea Coffee","144.9572395",null,null,null,"27",823,"Cafes and Restaurants","-37.80745984","2017","507-523 Elizabeth Street","108118","113"
"102172","Seats - Outdoor","4129",null,"Melbourne (CBD)","La Belle Miette","144.9732575",null,null,null,"6",840,"Other Specialised Food Retailing","-37.81314231","2017","8 Collins Street","102172","38"
"601815","Seats - Outdoor","4511",null,"Docklands","Replay cafe","144.9401994",null,null,null,"6",872,"Cafes and Restaurants","-37.81427742","2017","397-407 Docklands Drive","601815","1109"
"103520","Seats - Outdoor","4511",null,"North Melbourne","KL Bunga Raya","144.9497225",null,null,null,"14",905,"Cafes and Restaurants","-37.80435713","2017","34 Errol Street","103520","354"
"111064","Seats - Indoor","4511",null,"Carlton","Killiney Kopitiam ","144.9666993",null,null,null,"27",934,"Cafes and Restaurants","-37.80443778","2017","114 Lygon Street","106250","252"
"105945","Seats - Indoor","4511",null,"Melbourne (CBD)","Spicy Korea","144.9549054",null,null,null,"38",943,"Cafes and Restaurants","-37.81802782","2017","601-611 Little Collins Street","105945","31"
"102063","Seats - Indoor","4511",null,"Melbourne (CBD)","Tazio Birraria & Pizzeria","144.9726281",null,null,null,"60",963,"Cafes and Restaurants","-37.81430616","2017","45 Collins Street","102060","28"
"613252","Seats - Outdoor","4511",null,"Docklands","Panda Loves Fish","144.9458305",null,null,null,"18",965,"Cafes and Restaurants","-37.821044","2017","790-814 Collins Street","613252","1108"
"103324","Seats - Outdoor","4244",null,"Melbourne (CBD)","Mag Nation Pty Ltd","144.9642408",null,null,null,"12",977,"Newspaper and Book Retailing","-37.81584627","2017","88 Elizabeth Street","103324","35"
"108229","Seats - Outdoor","4512",null,"Carlton","Carlton Fish & Chips","144.9711835",null,null,null,"4",989,"Takeaway Food Services","-37.79518777","2017","178 Rathdowne Street","108229","226"
"102103","Seats - Indoor","4511",null,"Melbourne (CBD)","Merchant Osteria Veneta","144.9581185",null,null,null,"140",991,"Cafes and Restaurants","-37.81853877","2017","487-503 Collins Street","102103","22"
"102063","Seats - Outdoor","4512",null,"Melbourne (CBD)","Nashi","144.9726281",null,null,null,"10",996,"Takeaway Food Services","-37.81430616","2017","45 Collins Street","102060","28"
"106228","Seats - Outdoor","4512",null,"Carlton","Jauja ","144.9671514",null,null,null,"20",1006,"Takeaway Food Services","-37.80123703","2017","254 Lygon Street","106228","247"
"105739","Seats - Indoor","4512",null,"Melbourne (CBD)","Souperman Cafe","144.9607949",null,null,null,"26",1015,"Takeaway Food Services","-37.81236842","2017","386-392 Lonsdale Street","105739","74"
"575820","Seats - Indoor","4512",null,"Southbank","Blue Bag","144.962154",null,null,null,"30",1021,"Takeaway Food Services","-37.82167834","2017","1-9 Freshwater Place","575820","802"
"578322","Seats - Outdoor","4511",null,"Melbourne (CBD)","Cafe Chinotto","144.9699175",null,null,null,"180",1028,"Cafes and Restaurants","-37.81784465","2017","2 Swanston Street","573333","6"
"103968","Seats - Indoor","4511",null,"Melbourne (CBD)","Blue Bag","144.9715746",null,null,null,"14",1033,"Cafes and Restaurants","-37.81501535","2017","41-43 Exhibition Street","103968","27"
"101199","Seats - Indoor","4511",null,"Melbourne (CBD)","Melbourne Dae Jang Geum Korean BBQ","144.9658365",null,null,null,"120",1054,"Cafes and Restaurants","-37.81296443","2017","246-260 Bourke Street","101199","56"
"636694","Seats - Outdoor","4511",null,"Parkville","Dr Dax Kitchen","144.9612468",null,null,null,"50",1059,"Cafes and Restaurants","-37.79739836","2017","30 Royal Parade","104468","270"
"103184","Seats - Outdoor","4511",null,"Melbourne (CBD)","Tropicana Juice Bar","144.962548",null,null,null,"30",1062,"Cafes and Restaurants","-37.81354034","2017","209-213 Elizabeth Street","103184","54"
"105432","Seats - Indoor","4511",null,"East Melbourne","Cafe Lansdowne","144.9781229",null,null,null,"30",1068,"Cafes and Restaurants","-37.80904405","2017","23 Lansdowne Street","105432","646"
"100508","Seats - Outdoor","4512",null,"Kensington","Memphis Blues Cafe","144.9349411",null,null,null,"4",1094,"Takeaway Food Services","-37.79900382","2017","330-344 Arden Street","100508","505"
"110339","Seats - Indoor","4511",null,"Southbank","Alliance Catering","144.9670117",null,null,null,"82",1105,"Cafes and Restaurants","-37.8229657","2017","77-87 Southbank Boulevard","110339","814"
"108079","Seats - Indoor","4511",null,"Melbourne (CBD)","French Fix","144.9597543",null,null,null,"12",1107,"Cafes and Restaurants","-37.81355361","2017","221-231 Queen Street","108079","63"
"108570","Seats - Indoor","4511",null,"Melbourne (CBD)","Fukutontei","144.9670695",null,null,null,"48",1110,"Cafes and Restaurants","-37.80992238","2017","276-284 Russell Street","108570","77"
"111394","Seats - Indoor","4511",null,"Melbourne (CBD)","Neapoli Wine Bar","144.9674275",null,null,null,"35",1134,"Cafes and Restaurants","-37.81355434","2017","16-30 Russell Place","111394","46"
"110095","Seats - Outdoor","4511",null,"Melbourne (CBD)","Famish'd","144.9578132",null,null,null,"36",1179,"Cafes and Restaurants","-37.81636534","2017","555 Bourke Street","101155","42"
"101106","Seats - Outdoor","4511",null,"Melbourne (CBD)","Society Cafe","144.9723947",null,null,null,"20",1186,"Cafes and Restaurants","-37.81181007","2017","23-29 Bourke Street","101106","48"
"105473","Seats - Outdoor","4511",null,"Melbourne (CBD)","Cafenatics","144.957114",null,null,null,"8",1188,"Cafes and Restaurants","-37.81123723","2017","410-420 La Trobe Street","105473","93"
"623559","Seats - Outdoor","4511",null,"Southbank","Caffe Cino","144.9523782",null,null,null,"9",1196,"Cafes and Restaurants","-37.82539976","2017","2 Convention Centre Place","110484","804"
"105477","Seats - Indoor","4511",null,"Melbourne (CBD)","Charles LaTrobe Coffee Co","144.9580529",null,null,null,"80",1200,"Cafes and Restaurants","-37.81075363","2017","378-392 La Trobe Street","105477","93"
"602997","Seats - Indoor","4511",null,"Melbourne (CBD)","In a Rush","144.9701092",null,null,null,"12",1210,"Cafes and Restaurants","-37.81281453","2017","121 Exhibition Street","103597","47"
"109395","Seats - Indoor","4511",null,"Melbourne (CBD)","Ghin Khao","144.9653591",null,null,null,"95",1223,"Cafes and Restaurants","-37.81218452","2017","242 Swanston Street","109395","66"
"105869","Seats - Indoor","4512",null,"Melbourne (CBD)","Naked Espresso Bar","144.9610735",null,null,null,"18",1233,"Takeaway Food Services","-37.81359799","2017","386-392 Little Bourke Street","105869","64"
"108650","Seats - Outdoor","4511",null,"Melbourne (Remainder)","Cafe Ella","144.9803782",null,null,null,"40",1249,"Cafes and Restaurants","-37.84685298","2017","553 St Kilda Road","108650","724"
"108115","Seats - Outdoor","4511",null,"Melbourne (CBD)","Maha Bar & Grill","144.9625299",null,null,null,"20",1256,"Cafes and Restaurants","-37.81819275","2017","20-26 Queen Street","108115","14"
"105707","Seats - Outdoor","4511",null,"Melbourne (CBD)","Hawker Boys","144.9606809",null,null,null,"14",1270,"Cafes and Restaurants","-37.81303978","2017","399-413 Lonsdale Street","105707","64"
"109418","Seats - Outdoor","4511",null,"Melbourne (CBD)","Caboose Canteen","144.9674304",null,null,null,"60",1277,"Cafes and Restaurants","-37.81584777","2017","199-209 Collins Street","109418","26"
"106242","Seats - Indoor","4511",null,"Carlton","Il Gambero On The Park ","144.9668138",null,null,null,"221",1286,"Cafes and Restaurants","-37.803305","2017","166-168 Lygon Street","106242","252"
"105704","Seats - Indoor","4511",null,"Melbourne (CBD)","Sun Moth Canteen & Bar","144.9614648",null,null,null,"62",1291,"Cafes and Restaurants","-37.81291055","2017","377-381 Lonsdale Street","105704","64"
"110765","Seats - Outdoor","4511",null,"Melbourne (CBD)","Robot Sushi & Bar","144.9638971",null,null,null,"12",1296,"Cafes and Restaurants","-37.81719967","2017","302-308 Flinders Lane","110765","24"
"599505","Seats - Outdoor","4511",null,"Docklands","Black Cod","144.947217",null,null,null,"20",1326,"Cafes and Restaurants","-37.81817241","2017","744-770 Bourke Street","573403","1103"
"105698","Seats - Indoor","4512",null,"Melbourne (CBD)","Earl Canteen","144.9638386",null,null,null,"20",1334,"Takeaway Food Services","-37.81245199","2017","269-321 Lonsdale Street","105698","65"
"103921","Seats - Indoor","4511",null,"Melbourne (CBD)","Papa Goose / Mary Fortune Cocktail Bar","144.9712228",null,null,null,"80",1362,"Cafes and Restaurants","-37.81543506","2017","91-93 Flinders Lane","103921","17"
"109699","Seats - Indoor","4511",null,"West Melbourne (Residential)","In Season Thai Cuisine","144.9519704",null,null,null,"54",1368,"Cafes and Restaurants","-37.80566937","2017","279 Victoria Street","109699","424"
"105945","Seats - Outdoor","4512",null,"Melbourne (CBD)","Brim CC","144.9549054",null,null,null,"6",1378,"Takeaway Food Services","-37.81802782","2017","601-611 Little Collins Street","105945","31"
"105305","Seats - Indoor","4511",null,"Melbourne (CBD)","Hanabishi Japanese Restaurant","144.9551249",null,null,null,"70",1382,"Cafes and Restaurants","-37.81579101","2017","187 King Street","105305","51"
"103824","Seats - Outdoor","4511",null,"North Melbourne","Avist Cafe ","144.9527053",null,null,null,"34",1395,"Cafes and Restaurants","-37.79844295","2017","97-103 Flemington Road","103824","378"
"604124","Seats - Outdoor","4511",null,"Docklands","Squires Loft Dockland","144.943969",null,null,null,"34",1400,"Cafes and Restaurants","-37.81927362","2017","816-828 Bourke Street","604124","1108"
"108818","Seats - Indoor","4511",null,"Melbourne (CBD)","The Little Mule Cafe","144.9623885",null,null,null,"45",1408,"Cafes and Restaurants","-37.81379815","2017","19 Somerset Place","108818","54"
"102063","Seats - Outdoor","4511",null,"Melbourne (CBD)","Asian Pavillion ","144.9726281",null,null,null,"13",1439,"Cafes and Restaurants","-37.81430616","2017","45 Collins Street","102060","28"
"111175","Seats - Indoor","4511",null,"Southbank","Gochi","144.9586604",null,null,null,"40",1441,"Cafes and Restaurants","-37.82312164","2017","8 Whiteman Street","110477","803"
"108582","Seats - Indoor","4511",null,"Melbourne (CBD)","Ants Bistro","144.9679947",null,null,null,"70",1444,"Cafes and Restaurants","-37.81132789","2017","210-222 Russell Street","108582","67"
"108982","Seats - Outdoor","4512",null,"Melbourne (CBD)","Saki Sushi Bar","144.9731836",null,null,null,"14",1463,"Takeaway Food Services","-37.81260039","2017","93-101 Spring Street","108982","38"
"105870","Seats - Outdoor","4511",null,"Melbourne (CBD)","French Saloon","144.9613283",null,null,null,"50",1464,"Cafes and Restaurants","-37.81354346","2017","380-384 Little Bourke Street","105870","64"
"101193","Seats - Indoor","4511",null,"Melbourne (CBD)","Gekkazan","144.9632879",null,null,null,"10",1472,"Cafes and Restaurants","-37.81360425","2017","338-352 Bourke Street","101193","55"
"103986","Seats - Indoor","4400",null,"Melbourne (CBD)","Punthill Melbourne Northbank / Mini Bar","144.9557665",null,null,null,"18",1482,"Accommodation","-37.82061096","2017","556-560 Flinders Street","103986","11"
"110273","Seats - Outdoor","4512",null,"Parkville","Village Kiosk","144.9514349",null,null,null,"54",1488,"Takeaway Food Services","-37.78428452","2017"," Elliott Avenue","110273","931"
"110606","Seats - Indoor","4511",null,"Southbank","Pure South Dining","144.9662623",null,null,null,"250",1524,"Cafes and Restaurants","-37.82066923","2017","3 Southgate Avenue","110380","753"
"101208","Seats - Indoor","4511",null,"Melbourne (CBD)","Hungry Jack's","144.9677867",null,null,null,"130",1547,"Cafes and Restaurants","-37.81264684","2017","180-182 Bourke Street","101208","56"
"103950","Seats - Indoor","4511",null,"Melbourne (CBD)","Pronto On Flinders","144.9632258",null,null,null,"60",1548,"Cafes and Restaurants","-37.81784765","2017","335-339 Flinders Lane","103950","14"
"105727","Seats - Outdoor","4511",null,"Melbourne (CBD)","Lua Bakery","144.9564217",null,null,null,"9",1553,"Cafes and Restaurants","-37.81365662","2017","528-538 Lonsdale Street","105727","72"
"108627","Seats - Indoor","4512",null,"Melbourne (Remainder)","The Cupcake Queens","144.9770428",null,null,null,"6",1597,"Takeaway Food Services","-37.83774553","2017","415-421 St Kilda Road","108627","720"
"561680","Seats - Outdoor","4511",null,"Melbourne (CBD)","Cafe 555","144.9528962",null,null,null,"15",1599,"Cafes and Restaurants","-37.81327283","2017","555 La Trobe Street","105462","81"
