property_id,seating_type,industry_anzsic4_code,location_zip,clue_small_area,trading_name,x_coordinate,location_address,location_city,location_state,number_of_seats,ogc_fid,industry_anzsic4_description,y_coordinate,census_year,street_address, base_property_id,block_id
"101101","Seats - Indoor","9113",null,"Melbourne (Remainder)","Riverslide Skate Park","144.9721254",null,null,null,"10",5817,"Sports and Physical Recreation Venues, Grounds and Facilities Operation","-37.82065979","2017"," Alexandra Avenue","101101","850"
"106197","Seats - Outdoor","4511",null,"Carlton","Grill'd Healthy Burgers","144.9675264",null,null,null,"32",5825,"Cafes and Restaurants","-37.79887015","2017","350 Lygon Street","106197","218"
"101101","Seats - Outdoor","9113",null,"Melbourne (Remainder)","Riverslide Skate Park","144.9721254",null,null,null,"12",5832,"Sports and Physical Recreation Venues, Grounds and Facilities Operation","-37.82065979","2017"," Alexandra Avenue","101101","850"
"105746","Seats - Indoor","4512",null,"Melbourne (CBD)","Plantation Cafe","144.9630189",null,null,null,"6",5835,"Takeaway Food Services","-37.81073331","2017","183-265 La Trobe Street","105746","85"
"105681","Seats - Indoor","4512",null,"Melbourne (CBD)","Jang Go Mama","144.9681529",null,null,null,"10",5842,"Takeaway Food Services","-37.81081665","2017","145-147 Lonsdale Street","110701","67"
"108532","Seats - Indoor","4511",null,"Melbourne (CBD)","Ikkoryu Fukuoka Ramen","144.9692478",null,null,null,"68",5895,"Cafes and Restaurants","-37.81598754","2017","27-37 Russell Street","108532","16"
"597190","Seats - Outdoor","4511",null,"Southbank","Dinner by Heston","144.9586604",null,null,null,"40",5910,"Cafes and Restaurants","-37.82312164","2017","8 Whiteman Street","110477","803"
"106106","Seats - Indoor","4511",null,"Carlton","Cafe Cavallino","144.9664496",null,null,null,"54",5932,"Cafes and Restaurants","-37.80128848","2017","185-187 Lygon Street","106106","246"
"589841","Seats - Indoor","9113",null,"Melbourne (CBD)","Strike Bowling","144.9657034",null,null,null,"116",5968,"Sports and Physical Recreation Venues, Grounds and Facilities Operation","-37.810658","2017","221 Little Lonsdale Street","105749","76"
"105938","Seats - Indoor","4511",null,"Melbourne (CBD)","Two Fish Seafood Cafe","144.95955",null,null,null,"20",5993,"Cafes and Restaurants","-37.81660734","2017","457-469 Little Collins Street","105938","33"
"108247","Seats - Indoor","4511",null,"Carlton","Paris Go Bistro","144.9708841",null,null,null,"50",5994,"Cafes and Restaurants","-37.79695652","2017","114-116 Rathdowne Street","108247","224"
"101789","Seats - Outdoor","4512",null,"Melbourne (CBD)","The Soup Place","144.9655966",null,null,null,"2",6016,"Takeaway Food Services","-37.8166033","2017","252-254 Flinders Lane","101789","25"
"534005","Seats - Outdoor","4511",null,"Carlton","Carlton Megabytes","144.9655262",null,null,null,"6",6045,"Cafes and Restaurants","-37.80671734","2017","68 Victoria Street","534005","266"
"102089","Seats - Indoor","4511",null,"Melbourne (CBD)","Strozzi Restaurant","144.9632538",null,null,null,"82",6052,"Cafes and Restaurants","-37.81706705","2017","327-343 Collins Street","102089","24"
"603923","Seats - Indoor","4511",null,"Melbourne (CBD)","Madame's Kitchen","144.9707325",null,null,null,"21",6058,"Cafes and Restaurants","-37.8091842","2017","32-54 Lonsdale Street","580091","78"
"108871","Seats - Outdoor","4511",null,"West Melbourne (Residential)","Embassy Cafe","144.9477871",null,null,null,"24",6076,"Cafes and Restaurants","-37.80811106","2017","541-547 Spencer Street","108871","427"
"105656","Seats - Indoor","4511",null,"Melbourne (CBD)","Shimbashi Japanese Soba & Sake Bar","144.9713242",null,null,null,"24",6087,"Cafes and Restaurants","-37.81131159","2017","11-19 Liverpool Street","105656","58"
"110987","Seats - Outdoor","4512",null,"Carlton","Subway Carlton","144.9642885",null,null,null,"9",6102,"Takeaway Food Services","-37.80099105","2017","660-674 Swanston Street","110987","245"
"102110","Seats - Indoor","4511",null,"Melbourne (CBD)","Cafe Eurasia ","144.954944",null,null,null,"40",6107,"Cafes and Restaurants","-37.81850425","2017","582-606 Collins Street","102110","31"
"110323","Seats - Indoor","4511",null,"Southbank","Melba Restaurant","144.9662623",null,null,null,"220",6131,"Cafes and Restaurants","-37.82066923","2017","1 Southgate Avenue","110380","753"
"579252","Seats - Outdoor","4511",null,"Melbourne (CBD)","Sushia","144.9557275",null,null,null,"17",6156,"Cafes and Restaurants","-37.81902044","2017","559-587 Collins Street","579252","21"
"636694","Seats - Indoor","4511",null,"Parkville","Dr Dax Kitchen","144.9612468",null,null,null,"100",6166,"Cafes and Restaurants","-37.79739836","2017","30 Royal Parade","104468","270"
"611367","Seats - Outdoor","4511",null,"Docklands","In A Rush Docklands ","144.9457644",null,null,null,"48",6181,"Cafes and Restaurants","-37.82205739","2017","791-847 Collins Street","611367","1108"
"611367","Seats - Indoor","4511",null,"Docklands","Elements Cafe ","144.9457644",null,null,null,"134",6192,"Cafes and Restaurants","-37.82205739","2017","791-847 Collins Street","611367","1108"
"109303","Seats - Outdoor","4511",null,"Melbourne (CBD)","Starbucks ","144.9642637",null,null,null,"20",6199,"Cafes and Restaurants","-37.8112271","2017","289-299 Swanston Street","109303","85"
"108946","Seats - Outdoor","9412",null,"West Melbourne (Residential)","Watershed Carwash & Cafe","144.9501054",null,null,null,"12",6210,"Automotive Body, Paint and Interior Repair","-37.80973186","2017","438-452 Spencer Street","108946","440"
"102505","Seats - Indoor","4511",null,"South Yarra","Domain Brasserie","144.9820364",null,null,null,"45",6216,"Cafes and Restaurants","-37.83431435","2017","179-181 Domain Road","102505","861"
"105304","Seats - Outdoor","4511",null,"Melbourne (CBD)","King Jons","144.9551492",null,null,null,"6",6222,"Cafes and Restaurants","-37.81584127","2017","185 King Street","105304","51"
"103694","Seats - Indoor","4511",null,"Carlton","New York Minute","144.9662956",null,null,null,"33",6238,"Cafes and Restaurants","-37.7988135","2017","235-237 Faraday Street","103694","206"
"106236","Seats - Outdoor","4511",null,"Carlton","Little Lygon Restaurant","144.9671892",null,null,null,"50",6242,"Cafes and Restaurants","-37.80191702","2017","220-228 Lygon Street","106236","247"
"110103","Seats - Outdoor","4511",null,"Melbourne (CBD)","William St Deli","144.9566979",null,null,null,"12",6256,"Cafes and Restaurants","-37.81317907","2017","247-257 William Street","110103","72"
"100339","Seats - Outdoor","4511",null,"East Melbourne","Albert St Deli","144.9746801",null,null,null,"26",6263,"Cafes and Restaurants","-37.80907045","2017","478-484 Albert Street","100339","644"
"103396","Seats - Indoor","4511",null,"North Melbourne","Toast Kitchen Cafe","144.9490423",null,null,null,"34",6279,"Cafes and Restaurants","-37.80463699","2017","13-15 Errol Street","103396","345"
"110106","Seats - Indoor","4520",null,"Melbourne (CBD)","Metropolitan Hotel","144.9565837",null,null,null,"240",6289,"Pubs, Taverns and Bars","-37.81292397","2017","263-267 William Street","110106","72"
"104654","Seats - Indoor","4511",null,"Melbourne (CBD)","Affogato","144.9612664",null,null,null,"20",6312,"Cafes and Restaurants","-37.81398752","2017","27-31 Hardware Lane","104654","54"
"102091","Seats - Indoor","4511",null,"Melbourne (CBD)","O-Bento","144.9627888",null,null,null,"60",6325,"Cafes and Restaurants","-37.81722704","2017","351-357 Collins Street","102091","24"
"101225","Seats - Outdoor","4511",null,"Melbourne (CBD)","Ombra","144.9709443",null,null,null,"11",6326,"Cafes and Restaurants","-37.81170263","2017","76 Bourke Street","101225","58"
"107003","Seats - Indoor","4511",null,"Melbourne (CBD)","Bowery to Williamsburg","144.9702912",null,null,null,"20",6342,"Cafes and Restaurants","-37.8161284","2017","10-20 Oliver Lane","107003","17"
"560001","Seats - Indoor","4511",null,"Docklands","Rejuice Bar & Cafe","144.9412614",null,null,null,"15",6367,"Cafes and Restaurants","-37.81460533","2017","16-32 Rakaia Way","560001","1109"
"105941","Seats - Indoor","4520",null,"Melbourne (CBD)","The Bottom End / Burger Boys","144.955606",null,null,null,"70",6382,"Pubs, Taverns and Bars","-37.81782672","2017","577-583 Little Collins Street","105941","31"
"101156","Seats - Indoor","4511",null,"Melbourne (CBD)","Etto St James","144.9578132",null,null,null,"58",6403,"Cafes and Restaurants","-37.81636534","2017","535 Bourke Street","101155","42"
"108582","Seats - Indoor","4511",null,"Melbourne (CBD)","Shanghai Street Xiaolongboa & Dumpling","144.9679947",null,null,null,"100",6412,"Cafes and Restaurants","-37.81132789","2017","210-222 Russell Street","108582","67"
"102158","Seats - Indoor","4511",null,"Melbourne (CBD)","Doc Martins","144.9705847",null,null,null,"16",6434,"Cafes and Restaurants","-37.81393777","2017","86-88 Collins Street","102158","37"
"110708","Seats - Indoor","4511",null,"Melbourne (CBD)","Guk Bab","144.9560169",null,null,null,"55",6452,"Cafes and Restaurants","-37.8134766","2017","535 Little Lonsdale Street","110707","72"
"604124","Seats - Indoor","4511",null,"Docklands","Southern China Style Cuisine","144.943969",null,null,null,"31",6453,"Cafes and Restaurants","-37.81927362","2017","816-828 Bourke Street","604124","1108"
"589841","Seats - Outdoor","4511",null,"Melbourne (CBD)","Schnitz QV","144.9657034",null,null,null,"46",6484,"Cafes and Restaurants","-37.810658","2017","221 Little Lonsdale Street","105749","76"
"105316","Seats - Indoor","4512",null,"Melbourne (CBD)","Tom Toon 3 Thai Restaurant","144.9542801",null,null,null,"24",6491,"Takeaway Food Services","-37.81384802","2017","273 King Street","105316","71"
"103964","Seats - Indoor","4511",null,"Melbourne (CBD)","Kuaizi Bar","144.9662007",null,null,null,"40",6507,"Cafes and Restaurants","-37.81642646","2017","30-44 Manchester Lane","103964","25"
"106152","Seats - Outdoor","4511",null,"Carlton","Heartattack and Vine","144.9671482",null,null,null,"16",6523,"Cafes and Restaurants","-37.7976433","2017","329 Lygon Street","106152","207"
"103950","Seats - Outdoor","4511",null,"Melbourne (CBD)","Pronto On Flinders","144.9632258",null,null,null,"3",6528,"Cafes and Restaurants","-37.81784765","2017","335-339 Flinders Lane","103950","14"
"617402","Seats - Indoor","4511",null,"North Melbourne","Pocket Cafe","144.9414027",null,null,null,"5",6533,"Cafes and Restaurants","-37.79501722","2017","11-41 Melrose Street","617402","2392"
"105929","Seats - Indoor","4511",null,"Melbourne (CBD)","Souperman","144.9632938",null,null,null,"14",6537,"Cafes and Restaurants","-37.81554941","2017","335-349 Little Collins Street","105929","34"
"102117","Seats - Indoor","4512",null,"Melbourne (CBD)","Express Kartel","144.9574732",null,null,null,"8",6540,"Takeaway Food Services","-37.81753383","2017","500-514 Collins Street","102117","32"
"104668","Seats - Indoor","4511",null,"Melbourne (CBD)","Il Nostro Posto","144.961215",null,null,null,"64",6553,"Cafes and Restaurants","-37.81328955","2017","60 Hardware Lane","104668","64"
"601815","Seats - Indoor","4511",null,"Docklands","Replay cafe","144.9401994",null,null,null,"32",6589,"Cafes and Restaurants","-37.81427742","2017","397-407 Docklands Drive","601815","1109"
"110670","Seats - Outdoor","4511",null,"Melbourne (CBD)","That's Amore Bistro","144.9628116",null,null,null,"16",6596,"Cafes and Restaurants","-37.81581721","2017","363-367 Little Collins Street","110670","34"
"111175","Seats - Indoor","4511",null,"Southbank","Cafe Baci's","144.9586604",null,null,null,"120",6614,"Cafes and Restaurants","-37.82312164","2017","8 Whiteman Street","110477","803"
"110736","Seats - Indoor","4511",null,"Southbank","The Tea Room","144.9686338",null,null,null,"80",6627,"Cafes and Restaurants","-37.82281707","2017","130-200 St Kilda Road","110736","752"
"108982","Seats - Indoor","4512",null,"Melbourne (CBD)","Little Bean Blue","144.9731836",null,null,null,"20",6638,"Takeaway Food Services","-37.81260039","2017","93-101 Spring Street","108982","38"
"101206","Seats - Outdoor","4512",null,"Melbourne (CBD)","The Lab - Nitrogen Gelato","144.9676139",null,null,null,"8",6662,"Takeaway Food Services","-37.81269744","2017","188 Bourke Street","101206","56"
"108534","Seats - Indoor","4511",null,"Melbourne (CBD)","In A Rush 150 Collins","144.968181",null,null,null,"41",6699,"Cafes and Restaurants","-37.81419714","2017","150-154 Collins Street","108534","36"
"110761","Seats - Indoor","4512",null,"Melbourne (CBD)","Chapter House Coffee","144.9676946",null,null,null,"8",6701,"Takeaway Food Services","-37.81676378","2017","197-209 Flinders Lane","110760","16"
"525988","Seats - Outdoor","4512",null,"Carlton","Uni Square Cafe","144.9610729",null,null,null,"12",6721,"Takeaway Food Services","-37.80239254","2017","165 Pelham Street","525988","257"
"105704","Seats - Indoor","4511",null,"Melbourne (CBD)","Crust Gourmet Pizza Bar Melbourne","144.9614648",null,null,null,"24",6723,"Cafes and Restaurants","-37.81291055","2017","377-381 Lonsdale Street","105704","64"
"504545","Seats - Outdoor","4511",null,"Melbourne (CBD)","Red Pepper Indian Restaurant","144.9724607",null,null,null,"16",6738,"Cafes and Restaurants","-37.81126209","2017","14 Bourke Street","504545","58"
"106251","Seats - Indoor","4511",null,"Carlton","Mellow's Restaurant and Bar","144.9665747",null,null,null,"42",6747,"Cafes and Restaurants","-37.80530329","2017","66-88 Lygon Street","106251","267"
"103957","Seats - Indoor","4512",null,"Melbourne (CBD)","Leap's Bakery Cafe","144.9566017",null,null,null,"2",6754,"Takeaway Food Services","-37.81988484","2017","517-537 Flinders Lane","103957","11"
"105698","Seats - Indoor","4512",null,"Melbourne (CBD)","South Melbourne Market Dim Sims","144.9638386",null,null,null,"4",6758,"Takeaway Food Services","-37.81245199","2017","269-321 Lonsdale Street","105698","65"
"105869","Seats - Outdoor","4520",null,"Melbourne (CBD)","Khokolat Bar","144.9610735",null,null,null,"20",6760,"Pubs, Taverns and Bars","-37.81359799","2017","386-392 Little Bourke Street","105869","64"
"580629","Seats - Indoor","4511",null,"East Melbourne","Mugs Alley","144.9759275",null,null,null,"42",6761,"Cafes and Restaurants","-37.81642072","2017","239-293 Wellington Parade South","580629","655"
"101200","Seats - Outdoor","4511",null,"Melbourne (CBD)","Gloria Jean's Coffees","144.9662952",null,null,null,"22",6775,"Cafes and Restaurants","-37.81272047","2017","222-244 Bourke Street","101200","56"
"578325","Seats - Outdoor","4511",null,"Melbourne (CBD)","Il Pom Italian","144.9699175",null,null,null,"110",6776,"Cafes and Restaurants","-37.81784465","2017","2 Swanston Street","573333","6"
"620791","Seats - Indoor","4511",null,"Parkville","The Potter Espresso Bar","144.9612468",null,null,null,"28",6780,"Cafes and Restaurants","-37.79739836","2017","230 Grattan Street","104468","270"
"615808","Seats - Indoor","4511",null,"Kensington","Bean Buzz Cafe","144.9291382",null,null,null,"20",6793,"Cafes and Restaurants","-37.79407422","2017","512 Macaulay Road","615808","2524"
"109682","Seats - Outdoor","4511",null,"West Melbourne (Residential)","Nando's","144.9556037",null,null,null,"8",6797,"Cafes and Restaurants","-37.80606639","2017","173-181 Victoria Street","109682","435"
"103816","Seats - Indoor","4511",null,"North Melbourne","New Lanna Thai ","144.9540004",null,null,null,"50",6800,"Cafes and Restaurants","-37.79936937","2017","65-67 Flemington Road","103816","377"
"110765","Seats - Outdoor","4511",null,"Melbourne (CBD)","Bistro Du Peuple","144.9638971",null,null,null,"16",6805,"Cafes and Restaurants","-37.81719967","2017","302-308 Flinders Lane","110765","24"
"103810","Seats - Indoor","4511",null,"North Melbourne","Little Richard Pizza Bar","144.9558713",null,null,null,"146",6814,"Cafes and Restaurants","-37.80140031","2017","5-17 Flemington Road","103810","375"
"589841","Seats - Indoor","4511",null,"Melbourne (CBD)","Meat Fish Wine","144.9657034",null,null,null,"100",6841,"Cafes and Restaurants","-37.810658","2017","221 Little Lonsdale Street","105749","76"
"108068","Seats - Indoor","4512",null,"Melbourne (CBD)","Smokestack","144.9606367",null,null,null,"17",6866,"Takeaway Food Services","-37.81581152","2017","111-129 Queen Street","108068","43"
"108973","Seats - Indoor","9520",null,"Docklands","Network Public Bar & Pizzeria","144.9523393",null,null,null,"155",6895,"Funeral, Crematorium and Cemetery Services","-37.81815358","2017","85-161 Spencer Street","108973","1101"
"102084","Seats - Indoor","4512",null,"Melbourne (CBD)","Health Cosmos","144.9653407",null,null,null,"8",6901,"Takeaway Food Services","-37.81620631","2017","259-263 Collins Street","102084","25"
"100729","Seats - Indoor","4511",null,"Melbourne (CBD)","Curry Vault ","144.9605225",null,null,null,"60",6902,"Cafes and Restaurants","-37.81642893","2017","18-20 Bank Place","100729","33"
"105873","Seats - Indoor","4511",null,"Melbourne (CBD)","+39 Pizzeria & Antipasteria","144.9617496",null,null,null,"66",6909,"Cafes and Restaurants","-37.81327298","2017","362-364 Little Bourke Street","105873","64"
"108946","Seats - Indoor","9412",null,"West Melbourne (Residential)","Watershed Carwash & Cafe","144.9501054",null,null,null,"12",6912,"Automotive Body, Paint and Interior Repair","-37.80973186","2017","438-452 Spencer Street","108946","440"
"627659","Seats - Indoor","4511",null,"Docklands","Capri At The Quays Cafe","144.9429896",null,null,null,"70",6927,"Cafes and Restaurants","-37.81354363","2017","231-245 Harbour Esplanade","627659","1109"
"106137","Seats - Outdoor","4511",null,"Carlton","Salonica Gyros Bar","144.9669104",null,null,null,"10",6934,"Cafes and Restaurants","-37.79905377","2017","275 Lygon Street","106137","206"
"110762","Seats - Indoor","4511",null,"Melbourne (CBD)","Cafe On Collins","144.9638231",null,null,null,"34",6938,"Cafes and Restaurants","-37.81662708","2017","303-317 Collins Street","110762","24"
"103814","Seats - Indoor","4511",null,"North Melbourne","Flavour Cafe","144.954319",null,null,null,"72",6965,"Cafes and Restaurants","-37.7997297","2017","47-59 Flemington Road","103814","377"
"108067","Seats - Indoor","4512",null,"Melbourne (CBD)","I Bean","144.9608476",null,null,null,"3",6989,"Takeaway Food Services","-37.81614776","2017","103-105 Queen Street","108067","33"
"105524","Seats - Indoor","4511",null,"Carlton","Stovetop","144.9608587",null,null,null,"50",6992,"Cafes and Restaurants","-37.8037076","2017","100-106 Leicester Street","105524","257"
"102715","Seats - Indoor","4511",null,"Carlton","Vincent The Dog","144.9692679",null,null,null,"21",6997,"Cafes and Restaurants","-37.79777639","2017","348 Drummond Street","102715","216"
"110763","Seats - Indoor","4511",null,"Melbourne (CBD)","The Deanery","144.9636498",null,null,null,"130",6998,"Cafes and Restaurants","-37.81686635","2017","319-325 Collins Street","110763","24"
"579252","Seats - Outdoor","4511",null,"Melbourne (CBD)","Buddabah","144.9557275",null,null,null,"72",7000,"Cafes and Restaurants","-37.81902044","2017","559-587 Collins Street","579252","21"
"615952","Seats - Indoor","1174",null,"Kensington","New Bakehouse and Coffee","144.9293153",null,null,null,"19",7013,"Bakery Product Manufacturing (Non-factory based)","-37.79409415","2017","506 Macaulay Road","615952","2524"
"106154","Seats - Indoor","4511",null,"Carlton","Intersection Cafe","144.9672287",null,null,null,"39",7024,"Cafes and Restaurants","-37.79734681","2017","337-343 Lygon Street","106154","207"
"101114","Seats - Indoor","4511",null,"Melbourne (CBD)","Hamodava Cafe","144.9714499",null,null,null,"70",7057,"Cafes and Restaurants","-37.81227429","2017","65-71 Bourke Street","101114","48"
"602997","Seats - Indoor","4511",null,"Melbourne (CBD)","Axil Coffee Roasters","144.9701092",null,null,null,"24",7076,"Cafes and Restaurants","-37.81281453","2017","121 Exhibition Street","103597","47"
"664626","Seats - Indoor","4512",null,"Parkville","Pronto Pizza Bar","144.9612468",null,null,null,"24",7081,"Takeaway Food Services","-37.79739836","2017","230 Grattan Street","104468","270"
"109302","Seats - Indoor","4512",null,"Melbourne (CBD)","Tokui Sushi","144.9643593",null,null,null,"10",7082,"Takeaway Food Services","-37.81143223","2017","281-287 Swanston Street","109302","85"
"102111","Seats - Outdoor","4512",null,"Melbourne (CBD)","Perk Up Cafe Burger Bar","144.9545688",null,null,null,"18",7138,"Takeaway Food Services","-37.81861166","2017","608-610 Collins Street","102111","31"
"109436","Seats - Outdoor","4520",null,"Melbourne (CBD)","Section 8 Bar","144.9653899",null,null,null,"40",7151,"Pubs, Taverns and Bars","-37.81176167","2017","27-29 Tattersalls Lane","109436","66"
"107427","Seats - Indoor","4511",null,"Parkville","State Netball & Hockey Centre Cafe","144.947632",null,null,null,"51",7152,"Cafes and Restaurants","-37.78541878","2017","10 Brens Drive","107427","931"
"105828","Seats - Indoor","4520",null,"Melbourne (CBD)","Mrs Parma's ","144.9719903",null,null,null,"60",7168,"Pubs, Taverns and Bars","-37.81074304","2017","19-25 Little Bourke Street","105828","58"
"106436","Seats - Indoor","4520",null,"Melbourne (CBD)","Oak & Vine Bar","144.9608283",null,null,null,"120",7198,"Pubs, Taverns and Bars","-37.81778076","2017","54-60 Market Street","106436","23"
"575820","Seats - Indoor","4511",null,"Southbank","Shuji Sushi","144.962154",null,null,null,"20",7214,"Cafes and Restaurants","-37.82167834","2017","1-9 Freshwater Place","575820","802"
"105726","Seats - Indoor","4511",null,"Melbourne (CBD)","Shuji Sushi","144.9560169",null,null,null,"28",7221,"Cafes and Restaurants","-37.8134766","2017","550 Lonsdale Street","110707","72"
"105836","Seats - Outdoor","4511",null,"Melbourne (CBD)","Gyoza Gyoza & Momo Shabu Shabu","144.9690101",null,null,null,"3",7229,"Cafes and Restaurants","-37.81158808","2017","115-117 Little Bourke Street","105836","57"
"101592","Seats - Indoor","4512",null,"Carlton","Woodside Green","144.9644461",null,null,null,"18",7240,"Takeaway Food Services","-37.80486182","2017","87 Cardigan Street","101592","265"
"103413","Seats - Indoor","4511",null,"North Melbourne","Agraba","144.9492052",null,null,null,"22",7260,"Cafes and Restaurants","-37.803603","2017","63 Errol Street","103413","345"
"101100","Seats - Indoor","4513",null,"Melbourne (Remainder)","Peter Rowlands Catering","144.9803723",null,null,null,"48",7286,"Catering Services","-37.83016988","2017"," Alexandra Avenue","101100","852"
"611364","Seats - Outdoor","4511",null,"Docklands","Pok Pok","144.9456209",null,null,null,"26",7291,"Cafes and Restaurants","-37.81974585","2017","791-803 Bourke Street","611364","1108"
"105698","Seats - Indoor","4511",null,"Melbourne (CBD)","Dainty Sichuan Noodle Express","144.9638386",null,null,null,"92",7292,"Cafes and Restaurants","-37.81245199","2017","269-321 Lonsdale Street","105698","65"
"106112","Seats - Outdoor","4512",null,"Carlton","Seasons Provedore","144.9666591",null,null,null,"18",7305,"Takeaway Food Services","-37.80096704","2017","199 Lygon Street","106112","246"
"103327","Seats - Indoor","4511",null,"Melbourne (CBD)","Melbourne Halal Food Centre ","144.9648816",null,null,null,"8",7306,"Cafes and Restaurants","-37.81729894","2017","28-32 Elizabeth Street","103327","15"
"101059","Seats - Indoor","4511",null,"Carlton","Middle Fish ","144.959001",null,null,null,"60",7319,"Cafes and Restaurants","-37.80257712","2017","122-128 Berkeley Street","101059","259"
"101061","Seats - Indoor","4511",null,"Carlton","Seven Seeds ","144.9591271",null,null,null,"90",7327,"Cafes and Restaurants","-37.8028778","2017","106-114 Berkeley Street","101061","259"
"111064","Seats - Outdoor","4511",null,"Carlton","Killiney Kopitiam ","144.9666993",null,null,null,"18",7359,"Cafes and Restaurants","-37.80443778","2017","114 Lygon Street","106250","252"
"111070","Seats - Indoor","4511",null,"Carlton","Lambs Restaurant","144.9666993",null,null,null,"85",7365,"Cafes and Restaurants","-37.80443778","2017","80 Queensberry Street","106250","252"
"108101","Seats - Indoor","4511",null,"Melbourne (CBD)","Cafe Shots Espresso Bar","144.960162",null,null,null,"8",7370,"Cafes and Restaurants","-37.81320274","2017","224-236 Queen Street","108101","64"
"578096","Seats - Indoor","4511",null,"Docklands","Coffee Rush","144.9502584",null,null,null,"46",7425,"Cafes and Restaurants","-37.81864992","2017","715-727 Bourke Street","578096","1105"
"101789","Seats - Outdoor","4511",null,"Melbourne (CBD)","Aix Cafe Creperie Salon","144.9655966",null,null,null,"8",7443,"Cafes and Restaurants","-37.8166033","2017","252-254 Flinders Lane","101789","25"
"107558","Seats - Outdoor","4512",null,"Carlton","Assembly Store","144.9673351",null,null,null,"8",7451,"Takeaway Food Services","-37.80262561","2017","60 Pelham Street","107558","247"
"611366","Seats - Outdoor","4511",null,"Docklands","Go Green Raw Foods","144.9446836",null,null,null,"21",7457,"Cafes and Restaurants","-37.81993681","2017","813-817 Bourke Street","611366","1108"
"101157","Seats - Indoor","4511",null,"Melbourne (CBD)","Romano's Coffee","144.957018",null,null,null,"25",7460,"Cafes and Restaurants","-37.81647428","2017","561-571 Bourke Street","101157","42"
"108958","Seats - Indoor","4511",null,"Melbourne (CBD)","Il Sole","144.9518789",null,null,null,"50",7464,"Cafes and Restaurants","-37.81337023","2017","581-589 La Trobe Street","108958","81"
"106434","Seats - Indoor","4511",null,"Melbourne (CBD)","HuTong Dumpling Bar","144.9694578",null,null,null,"110",7490,"Cafes and Restaurants","-37.81187264","2017","14-16 Market Lane","106434","57"
"101172","Seats - Outdoor","4511",null,"Melbourne (CBD)","Nando's - Bourke Place","144.9561073",null,null,null,"39",7494,"Cafes and Restaurants","-37.81571393","2017","578-606 Bourke Street","101172","52"
"101200","Seats - Indoor","4511",null,"Melbourne (CBD)","Grand BBQ","144.9662952",null,null,null,"30",7498,"Cafes and Restaurants","-37.81272047","2017","222-244 Bourke Street","101200","56"
"102198","Seats - Indoor","4511",null,"Melbourne (CBD)","Sichuan House","144.9683249",null,null,null,"76",7499,"Cafes and Restaurants","-37.8109979","2017","22-26 Corrs Lane","102198","67"
"525992","Seats - Indoor","4511",null,"Carlton","Briscola","144.9613352",null,null,null,"20",7514,"Cafes and Restaurants","-37.80242146","2017","157 Pelham Street","525992","257"
"101172","Seats - Indoor","4512",null,"Melbourne (CBD)","Mad Mex 600 Bourke","144.9561073",null,null,null,"10",7519,"Takeaway Food Services","-37.81571393","2017","578-606 Bourke Street","101172","52"
"109698","Seats - Indoor","4511",null,"West Melbourne (Residential)","Common Ground Coffee","144.9539596",null,null,null,"52",7523,"Cafes and Restaurants","-37.80587196","2017","225-229 Victoria Street","109698","434"
"101023","Seats - Indoor","4520",null,"Melbourne (CBD)","Bennetts Lane Jazz Club","144.967558",null,null,null,"250",7526,"Pubs, Taverns and Bars","-37.80889245","2017","25 Bennetts Lane","101023","87"
"109295","Seats - Indoor","4511",null,"Melbourne (CBD)","China Bar","144.9646488",null,null,null,"120",7531,"Cafes and Restaurants","-37.81211394","2017","257-259 Swanston Street","109295","65"
"105705","Seats - Indoor","4520",null,"Melbourne (CBD)","Niagara Hotel","144.9611929",null,null,null,"60",7538,"Pubs, Taverns and Bars","-37.81283306","2017","383-387 Lonsdale Street","105705","64"
"576024","Seats - Indoor","4511",null,"Docklands","The Spice Den","144.9479753",null,null,null,"70",7539,"Cafes and Restaurants","-37.81925128","2017","747-757 Bourke Street","576023","1104"
"106299","Seats - Outdoor","4511",null,"North Melbourne","North End Deli","144.938198",null,null,null,"9",7566,"Cafes and Restaurants","-37.79557663","2017","257-259 Macaulay Road","106299","309"
"602997","Seats - Indoor","4511",null,"Melbourne (CBD)","Tower Shushi","144.9701092",null,null,null,"56",7570,"Cafes and Restaurants","-37.81281453","2017","121 Exhibition Street","103597","47"
"102089","Seats - Indoor","4511",null,"Melbourne (CBD)","Blu Nite","144.9632538",null,null,null,"140",7588,"Cafes and Restaurants","-37.81706705","2017","327-343 Collins Street","102089","24"
"573289","Seats - Outdoor","4511",null,"Carlton","Toothpicks Cafe","144.9648536",null,null,null,"36",7590,"Cafes and Restaurants","-37.79944075","2017","714-736 Swanston Street","573289","205"
"105956","Seats - Outdoor","4511",null,"Melbourne (CBD)","STREAT","144.9617411",null,null,null,"9",7596,"Cafes and Restaurants","-37.81560573","2017","384-390 Little Collins Street","105956","44"
"110843","Seats - Indoor","4511",null,"Docklands","The Coffee Club","144.951187",null,null,null,"70",7636,"Cafes and Restaurants","-37.81501701","2017","163-261 Spencer Street","110843","1101"
"101193","Seats - Outdoor","4511",null,"Melbourne (CBD)","Mama's Buoi","144.9632879",null,null,null,"62",7652,"Cafes and Restaurants","-37.81360425","2017","338-352 Bourke Street","101193","55"
"108024","Seats - Indoor","4511",null,"Carlton","Refuel Catering","144.9610023",null,null,null,"40",7655,"Cafes and Restaurants","-37.80395655","2017","224-252 Queensberry Street","108024","257"
